1172	1655	2167	973							
1172	2959	4933	973							
1172	1660	2548	2962							
1172	1657	1805	1806	3531	3533					
1172	4933	830								
1172	4933	4962	987							
1657	2287	2784	3774	7666						
1657	2582	2586	2780	3531	7666					
1803	2163	2548	2784	7666	973					
1169	1660	2163	2287	3776	973					
3434	3533	3776	973							
1148	4073	973								
2168	973	975								
973	974	975	976							
3774	4960	833								
2583	3774	3775	3890							
1657	2582	2586	2780	2963	833					
1169	1657	1660	2287	2548	2784	2963	833			
1169	1805	1806	1808	2963	3531	3773				
1169	1806	2163	2961	2963						
1805	1806	2963	4479							
1805	2583	2963								
2961	2962	2963	2965	4230						
2959	2960	2961	2962	2963	2965					
2962	2963	4469	4471	7657						
1656	2962	2963	4073							
133	1656	2962	2963	7662	7667					
1148	2962	2963	3293	662						
2582	2962	2963	3515							
1166	2962	2963	7662	7667						
1167	2960	2962	2963	3890	4469	662				
1167	2166	2960	2962	2963	3890	662				
1167	2581	2960	2962	2963	3890	662				
1148	1167	2962	2963	5622	662	974				
1148	1167	2662	2663	2664	2962	2963	507	974		
1148	1167	2166	2663	2962	2963	3890	4073	662	7657	
1148	1167	2581	2663	2962	2963	3890	4073	662	7657	
1148	1167	2662	2663	2664	2962	2963	3890	4073	4469	507
1148	1167	2166	2662	2663	2664	2962	2963	3890	4073	507
1148	1167	2581	2662	2663	2664	2962	2963	3890	4073	507
2661	2662	2663	2664	2963	4073	507				
1805	1806	1811	2276	3533						
1805	1806	2276	3533	5741						
3530	3531	3532	3533	3534						
1385	3434	3533	4666							
3533	4666	5626								
1805	1806	3531	653							
2582	2586	2780	3531	653						
2280	2548	2779								
1805	1808	2280	2548	3531						
1805	1806	2196	2197	2280						
3534	832	834								
3530	3890	7657								
1804	3530	3798								
3530	3795	3932	650							
2199	2582	2586	2780	3531						
1808	2784	830								
1803	2167	2781	830							
1169	1803	1805	1806	2163	2784					
1169	1655	1803	3773							
2163	2287	2548	2784	3767						
3780	506	7656	7667							
1808	2577	2784	506							
4073	506	507	5626							
3775	506	976								
2576	2577	2661								
2577	2581	2583								
1169	1655	652								
1339	1655	5054	987							
1655	4962	5054	987							
1808	2167	2287	2548	2781						
2167	2168	2169								
3435	650	825								
5621	5622	5623								
2196	2197	4479	5623							
1147	2196	2197	5623							
2959	2960	4933	4962							
1166	2543	4962								
1166	1804	4962								
1804	1809	2549								
1804	1805	1806	1807	1808	1809					
1148	1804	662								
3776	3888	4666								
2276	3798	662								
4932	4933	7633								
2290	3434	3529								
2168	7657	7659								
4471	4960	7657								
1169	3775	3776	4960							
2290	2959	3434								
1169	2287	3776	3888							
1169	2196	2197	2276	3776						
2541	975	987								
4479	9407	975								
1148	1167	3795	974							
2582	2586	2780	3795							
2274	3795	4470	4667							
1656	2583	3775	7662	7667						
2583	3775	7656	7662	7664	7667					
1148	2583	3515	3775	662						
1148	2583	3775	3890	5621	662					
1148	1167	2583	2663	3775	3890	4469	662			
1148	1167	2166	2583	2663	3775	3890	662			
1148	1167	2581	2583	2663	3775	3890	662			
1170	1805	1806	2163	987						
1169	1170	1660	2163	2287	833					
1166	1170	833								
2287	2288	2290								
2288	2290	4073								
2779	2780	2781								
1169	2548	2781	834							
2781	3335	3773								
2781	2967	3773								
3884	3885	3886	3887	3888	4932					
2779	2961	2965								
1660	2779	650								
1147	2196	3887								
20548	2276	7662	7667							
2276	2277	3969								
650	651	652								
2548	4471	832	834							
1169	2163	2548	833	834						
2967	3932	4073	825							
2576	2661	9407								
4073	4469	4470	4472							
2274	3890	4470	4667	5621						
2274	2663	3890	4073	4469	4470	4667				
2166	2274	2663	3890	4073	4470	4667				
2274	2581	2663	3890	4073	4470	4667				
1805	1806	1811	2959							
2959	4932	5741								
1805	1806	2163	3773	5741						
1809	2962	662	974							
1809	2962	2965	7665							
133	1656	2541	992							
4074	992	996								
2541	2960	7660								
1150	2541	2543								
20548	2541	7662	7667							
1385	2581	3890								
2662	2663	2664	4073	4074	507	5626				
20548	5626	7662	7667							
133	5626	7662	7665							
5626	7656	7658	7659	7662	7665					
1389	2662	2967	4073	4074						
1389	4073	4074	7665							
1339	4073	5054								
1339	3780	7656	7657	7658	7659					
2663	2967	3883								
2661	2663	2967	4073	7657						
4471	4472	7662	7667							
2664	2962	4073	507	825						
1150	2543	7633								
1148	1167	7656	7657	7664						
7658	7659	7660	7662	7664	7667					
3780	7656	7657	7658	7659	7662	7664	7667			
7659	7660	7661	7662	7663	7664	7665				
1389	3515	4073	662							
1166	1167	4985								
3515	4074	7657								
2541	3798	650								
