15091	3946	6943								
1576	1577	1578	2602							
226	2602	3172								
1905	237	2768								
1905	1906	1907	1908							
1905	2158	2547	2987	3946	4659					
1286	1310	2399	3172							
107	1286	2400	2765							
1286	1579	2075	2765	2768	2987					
1286	2075	2366	809							
107	1286	2075	226	3172						
1286	1579	28								
107	1286	1909								
16160	3946	4449								
14445	182	3946								
1384	1907	3946								
2092	2130	2398	28	809						
1908	2092	2130	2398	809						
1384	1908	2547	2548	2987	4659					
1579	2075	2092	2093	2366	2398	2987				
107	2075	2093	2398	2548	2765	2987				
1575	1579	2092	2398	2765	2768	2987				
107	1575	2158	2398	2548	2765	2987				
107	1575	2158	2398	2547	2548	2987				
2093	2766	2767	2768							
2159	2160	2768	3945							
15091	2159	2768	3945							
3945	4616	808								
1481	227	2397	2399							
226	227	2399	2766							
2095	227	2366								
1575	227	232	235	2643						
227	5054	807	808							
1652	227	715								
1576	1906	227	238	715						
2091	226	227								
227	229	2543	4850							
1285	1643	227	2541							
184	227	2541	2763							
227	230	299	4629							
1576	227	230	4448							
1285	1906	227	230							
227	230	232	807	808						
226	227	228	229	230	231	232				
227	228	229	230	231	232	233	235	236	4850	7404
184	227	229	232	235						
227	229	299	4246							
227	229	4619	4850							
2159	2160	236								
2158	2159	2160								
1575	1576	1577	1578	1646						
1577	1646	183	2767							
1577	2145	2764	2767							
1576	1578	1579	2093							
1578	2145	2546	2767	4246						
1578	229	232	235							
1478	1578	1646	2145	2401	4246					
186	187	2076	4616							
2144	4616	808								
1908	2093	2548	3172							
1575	186	187	2076	2547	2643					
187	2076	237	2394	2547						
237	2547	26								
24	2547	808								
2546	2547	2548	2549							
237	2547	2548	4659							
1384	2394	2547	2548							
107	1575	2158	2400	2547	2548	4659				
1579	1908	2093	2546	2548						
1575	1646	1908	2158	2398						
1478	2145	2401	2546	2766	4246					
1478	2145	2401	2546	4246	4448					
2094	4659	987								
237	238	239								
16160	186	187	2076	237						
1310	715	788								
1310	2764	4448								
186	187	2074	2075	2076						
1579	2075	2092	2646	2765						
1579	183	2075	2092	2093	2398					
2365	24	25	809							
2364	28	5320	809							
2397	28	809								
1579	183	4448								
16160	3949	4113	5158							
16160	2394	3949	5158							
16160	2394	5158	788							
182	183	184	4493							
1643	182	808								
2092	2094	238								
2092	2093	2094	2095							
1478	2092	2401								
2131	230	3177								
2131	2541	3177								
3175	3177	4629	788							
4113	4629	788								
1150	2543	788								
1479	2616	788								
1643	2144	2394								
2158	2394	5158								
1479	1480	1481								
1575	186	187	2076	236						
186	187	2076	2140							
186	187	2076	2932							
26	5054	807	808							
230	236	24	807							
1285	2764	715								
108	2643	2764								
2140	239	2648								
1481	239	2397	2541							
183	2140	2766								
1285	2094	2541								
5054	6054	808								
1576	2549	3177	715							
183	184	226								
108	1481	4619								
2090	2091	715								
